"06K8Ak50LbC7hygqzY65TH",1,"Отходняк","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:06K8Ak50LbC7hygqzY65TH"
"5qJNz4ZmwjU3jhFV8I7nvp",2,"Паром","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:5qJNz4ZmwjU3jhFV8I7nvp"
"6sXyfVDYqiv1bcbl07L8tb",3,"Ветер, который дует с полей","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:6sXyfVDYqiv1bcbl07L8tb"
"3a5YPhQBoX21tpdsrSu05g",4,"Твой - мой","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:3a5YPhQBoX21tpdsrSu05g"
"6Lu26eQPqtV1I2tIN0za6D",5,"Серый","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:6Lu26eQPqtV1I2tIN0za6D"
"5rc2IP41hWUARGnWkYaund",6,"Разукрашка","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:5rc2IP41hWUARGnWkYaund"
"1WVJ3KNtvlILhEO8MPr3W9",7,"Колыбельная","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:1WVJ3KNtvlILhEO8MPr3W9"
"3F2XDp0KpmdOZsaItvL3Gg",8,"Сами собой","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:3F2XDp0KpmdOZsaItvL3Gg"
"1ydkBg3GxoUD7AQbnTHj9v",9,"Горячая грязь","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:1ydkBg3GxoUD7AQbnTHj9v"
"3kkFiduHwRKBg7XntOsXYd",10,"Верю","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:3kkFiduHwRKBg7XntOsXYd"
"6ts2ZQND7atd8NzIvHnJ70",11,"Флаг","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:6ts2ZQND7atd8NzIvHnJ70"
"0krFGSXdCKyQ9phbbOPiNQ",12,"Кайф","Пионерлагерь Пыльная Радуга","Тот, кому не нужно счастье","spotify:track:0krFGSXdCKyQ9phbbOPiNQ"
